Cloud,Humidity,Precip,Temp,Wind,Wbgt,class,alert color
14,84,0.0,73,1,70,0,Green
21,76,0.0,75,2,72,0,Green
29,76,0.0,75,2,70,0,Green
72,84,0.0,69,5,67,0,Green
34,84,0.0,77,4,74,0,Green
76,90,0.0,77,3,75,0,Green
13,76,0.0,77,2,72,0,Green
12,76,0.0,75,3,70,0,Green
7,78,0.0,75,2,71,0,Green
16,73,0.0,77,4,73,0,Green
29,84,0.0,77,3,75,0,Green
14,79,0.0,75,2,72,0,Green
10,78,0.0,75,2,71,0,Green
16,79,0.0,77,4,73,0,Green
17,76,0.0,77,2,72,0,Green
74,78,0.0,73,5,70,0,Green
33,87,0.0,78,6,76,0,Green
27,76,0.0,77,3,72,0,Green
32,84,0.0,77,2,74,0,Green
39,90,0.0,78,7,76,0,Green
47,82,0.0,80,4,77,1,Yellow
65,84,0.0,82,5,79,1,Yellow
15,76,0.0,77,1,72,0,Green
37,74,0.0,80,4,75,0,Green
84,90,0.0,69,8,68,0,Green
92,84,0.0,68,7,65,0,Green
72,66,0.0,75,8,70,0,Green
3,79,0.0,75,6,71,0,Green
87,97,0.01,64,7,63,0,Green
55,77,0.05,84,6,80,1,Yellow
63,87,0.05,80,3,78,1,Yellow
43,79,0.08,84,5,81,1,Yellow
65,90,0.49,80,5,79,1,Yellow
53,87,0.28,82,4,79,1,Yellow
48,93,0.39,80,5,79,1,Yellow
13,85,0.0,84,4,82,2,Orange
25,87,0.19,84,5,81,1,Yellow
55,85,0.2,82,5,80,1,Yellow
60,87,0.07,84,3,81,1,Yellow
48,90,0.11,80,3,79,1,Yellow
51,93,0.3,80,5,79,1,Yellow
46,93,0.13,80,2,79,1,Yellow
16,82,0.01,86,9,82,2,Orange
40,82,0.51,84,9,81,1,Yellow
53,96,0.7,80,5,79,1,Yellow
35,82,0.25,86,11,82,2,Orange
52,82,0.16,84,5,81,1,Yellow
60,87,0.25,84,5,81,1,Yellow
19,85,0.11,82,4,80,1,Yellow
53,87,0.12,80,3,78,1,Yellow
8,85,0.0,84,5,82,2,Orange
11,79,0.0,86,4,83,2,Orange
15,69,0.01,82,11,76,0,Green
22,69,0.0,82,12,77,1,Yellow
23,72,0.0,80,5,75,0,Green
51,93,0.3,82,5,80,1,Yellow
44,90,0.12,82,5,81,1,Yellow
42,87,0.25,84,5,81,1,Yellow
11,87,0.03,84,3,81,1,Yellow
43,85,0.15,84,8,82,2,Orange
6,82,0.0,84,4,81,1,Yellow
70,90,0.39,80,4,79,1,Yellow
82,87,0.17,82,4,79,1,Yellow
3,85,0.0,84,4,81,1,Yellow
14,16,0.0,91,9,70,0,Green
3,34,0.0,86,2,73,0,Green
2,31,0.0,86,5,72,0,Green
0,39,0.0,86,5,73,0,Green
11,45,0.0,89,2,78,1,Yellow
27,31,0.0,84,5,70,0,Green
1,65,0.0,86,8,79,1,Yellow
37,70,0.0,84,5,78,1,Yellow
0,72,0.0,82,6,77,1,Yellow
2,58,0.0,82,5,74,0,Green
1,41,0.0,84,3,73,0,Green
4,30,0.0,78,5,65,0,Green
1,58,0.0,80,4,73,0,Green
2,59,0.0,82,4,75,0,Green
29,54,0.0,77,3,69,0,Green
29,54,0.0,77,3,69,0,Green
0,71,0.0,78,5,73,0,Green
2,69,0.0,80,3,74,0,Green
3,67,0.0,80,6,75,0,Green
3,67,0.0,80,5,75,0,Green
5,69,0.0,75,2,70,0,Green
35,66,0.0,75,3,69,0,Green
6,11,0.0,100,5,77,1,Yellow
7,13,0.0,93,11,72,0,Green
36,33,0.0,66,4,55,0,Green
7,11,0.0,100,4,76,0,Green
7,17,0.0,86,5,67,0,Green
6,18,0.0,82,12,64,0,Green
9,19,0.0,84,9,67,0,Green
8,17,0.0,84,9,66,0,Green
14,12,0.0,93,3,72,0,Green
9,11,0.0,104,2,79,1,Yellow
7,11,0.0,102,4,78,1,Yellow
29,18,0.0,82,5,65,0,Green
6,15,0.0,91,12,70,0,Green
8,13,0.0,96,7,74,0,Green
6,13,0.0,95,11,73,0,Green
7,11,0.0,100,4,76,0,Green
4,16,0.0,87,12,68,0,Green
7,13,0.0,95,2,74,0,Green
11,13,0.0,95,5,74,0,Green
9,11,0.0,104,2,79,1,Yellow
4,11,0.0,100,5,77,1,Yellow
7,12,0.0,100,5,76,0,Green
5,12,0.0,100,5,76,0,Green
5,12,0.0,98,5,76,0,Green
7,12,0.0,98,8,75,0,Green
9,12,0.0,98,5,75,0,Green
7,16,0.0,86,12,67,0,Green
6,16,0.0,86,12,67,0,Green
5,16,0.0,84,10,66,0,Green
13,12,0.0,91,11,69,0,Green
7,14,0.0,100,5,78,1,Yellow
15,18,0.0,82,6,64,0,Green
17,20,0.0,80,9,64,0,Green
24,30,0.0,78,6,65,0,Green
48,43,0.0,68,7,58,0,Green
9,26,0.0,82,6,67,0,Green
43,23,0.0,78,5,63,0,Green
37,22,0.0,80,6,64,0,Green
31,24,0.0,75,8,61,0,Green
13,17,0.0,87,5,69,0,Green
17,20,0.0,82,8,66,0,Green
14,22,0.0,78,5,63,0,Green
52,25,0.0,73,5,59,0,Green
2,25,0.0,78,8,64,0,Green
9,29,0.0,80,3,66,0,Green
9,29,0.0,80,3,66,0,Green
9,33,0.0,75,5,62,0,Green
9,32,0.0,71,4,59,0,Green
8,19,0.0,80,3,64,0,Green
5,18,0.0,82,4,65,0,Green
9,17,0.0,80,7,63,0,Green
10,13,0.0,98,7,75,0,Green
7,17,0.0,87,2,69,0,Green
9,19,0.0,82,2,65,0,Green
7,19,0.0,80,3,63,0,Green
5,18,0.0,84,4,67,0,Green
13,17,0.0,80,4,62,0,Green
4,23,0.0,71,13,57,0,Green
5,19,0.0,75,4,60,0,Green
4,22,0.0,71,10,57,0,Green
4,26,0.0,71,6,58,0,Green
4,24,0.0,84,3,68,0,Green
6,28,0.0,78,4,64,0,Green
8,23,0.0,80,7,64,0,Green
9,28,0.0,75,5,62,0,Green
7,10,0.0,98,6,75,0,Green
8,10,0.0,89,8,67,0,Green
4,20,0.0,75,3,60,0,Green
3,18,0.0,75,5,60,0,Green
12,11,0.0,95,3,73,0,Green
3,16,0.0,77,6,61,0,Green
10,18,0.0,78,4,62,0,Green
5,11,0.0,82,5,63,0,Green
11,20,0.0,77,3,62,0,Green
7,15,0.0,89,7,69,0,Green
4,14,0.0,87,9,68,0,Green
8,11,0.0,98,5,74,0,Green
17,19,0.0,77,5,61,0,Green
4,20,0.0,75,3,60,0,Green
46,90,0.0,66,6,64,0,Green
5,11,0.0,98,7,75,0,Green
3,16,0.0,95,11,74,0,Green
4,17,0.0,93,8,74,0,Green
46,90,0.0,66,6,64,0,Green
8,11,0.0,98,5,75,0,Green
4,18,0.0,93,13,74,0,Green
4,19,0.0,95,15,76,0,Green
1,52,0.0,77,4,69,0,Green
8,75,0.0,68,3,65,0,Green
5,11,0.0,89,7,68,0,Green
4,15,0.0,82,8,64,0,Green
3,23,0.0,82,6,66,0,Green
1,52,0.0,77,4,69,0,Green
5,11,0.0,86,5,66,0,Green
0,23,0.0,80,15,65,0,Green
0,25,0.0,77,12,63,0,Green
8,11,0.0,93,8,71,0,Green
6,78,0.0,62,0,59,0,Green
4,27,0.0,89,3,73,0,Green
3,28,0.0,80,2,65,0,Green
9,83,0.0,60,1,58,0,Green
13,100,0.0,59,9,58,0,Green
3,75,0.0,66,5,63,0,Green
6,50,0.0,75,6,67,0,Green
8,38,0.0,84,4,72,0,Green
4,63,0.0,68,7,63,0,Green
4,39,0.0,82,5,70,0,Green
66,93,0.0,59,7,57,0,Green
1,51,0.0,75,5,67,0,Green
11,42,0.0,78,2,68,0,Green
2,36,0.0,82,4,70,0,Green
1,52,0.0,77,4,69,0,Green
2,30,0.0,82,4,69,0,Green
2,46,0.0,77,2,68,0,Green
2,31,0.0,82,3,68,0,Green
2,72,0.0,64,2,60,0,Green
4,11,0.0,95,5,73,0,Green
7,8,0.0,95,6,71,0,Green
2,21,0.0,84,4,67,0,Green
11,42,0.0,78,2,68,0,Green
10,34,0.0,84,4,72,0,Green
8,13,0.0,95,7,73,0,Green
3,16,0.0,95,11,74,0,Green
3,28,0.0,84,2,69,0,Green
39,26,0.0,77,3,64,0,Green
43,87,0.0,66,5,63,0,Green
62,49,0.0,69,3,61,0,Green
33,32,0.0,77,1,65,0,Green
3,22,0.0,71,4,58,0,Green
2,22,0.0,68,2,54,0,Green
7,70,0.0,64,2,60,0,Green
7,81,0.0,64,5,61,0,Green
6,81,0.0,64,4,61,0,Green
5,81,0.0,64,5,61,0,Green
7,75,0.0,64,10,59,0,Green
1,49,0.0,73,9,65,0,Green
0,61,0.0,68,12,62,0,Green
1,81,0.0,64,4,61,0,Green
23,74,0.0,59,4,55,0,Green
18,83,0.0,55,4,53,0,Green
24,83,0.0,55,4,52,0,Green
70,47,0.0,73,6,64,0,Green
39,75,0.0,60,5,57,0,Green
17,67,0.0,62,5,57,0,Green
16,67,0.0,62,4,57,0,Green
40,67,0.0,62,5,57,0,Green
55,43,0.0,75,4,66,0,Green
56,43,0.0,68,6,58,0,Green
20,66,0.0,78,12,72,0,Green
35,76,0.01,75,10,71,0,Green
11,73,0.0,73,5,68,0,Green
45,73,0.01,68,3,64,0,Green
35,76,0.01,75,10,71,0,Green
74,84,0.0,62,6,60,0,Green
67,96,0.0,59,4,57,0,Green
69,93,0.0,59,4,58,0,Green
64,93,0.0,59,5,58,0,Green
61,78,0.0,66,5,62,0,Green
68,81,0.0,64,5,61,0,Green
100,87,0.18,66,10,63,0,Green
48,87,0.0,66,2,64,0,Green
66,90,0.0,62,5,60,0,Green
77,97,0.03,71,5,70,0,Green
53,97,0.0,73,5,71,0,Green
92,100,0.04,64,7,63,0,Green
93,97,0.04,66,7,64,0,Green
87,100,0.17,68,7,67,0,Green
89,93,0.01,68,6,66,0,Green
95,87,0.03,66,4,64,0,Green
97,84,0.01,73,4,70,0,Green
76,100,0.04,66,5,66,0,Green
91,93,0.0,68,6,67,0,Green
82,84,0.01,71,6,68,0,Green
96,100,0.01,62,7,62,0,Green
84,76,0.0,71,4,66,0,Green
88,81,0.0,71,2,68,0,Green
97,90,0.01,69,6,68,0,Green
93,93,0.0,68,6,66,0,Green
88,100,0.06,68,5,68,0,Green
80,100,0.03,68,4,68,0,Green
7,84,0.0,71,2,69,0,Green
49,93,0.0,71,2,70,0,Green
15,87,0.0,73,4,70,0,Green
25,93,0.0,71,2,69,0,Green
65,79,0.0,75,8,71,0,Green
15,87,0.0,73,4,70,0,Green
69,100,0.0,69,9,69,0,Green
42,87,0.0,73,8,71,0,Green
63,93,0.01,73,7,71,0,Green
43,90,0.02,71,7,70,0,Green
99,87,0.03,71,5,69,0,Green
100,93,0.06,68,4,66,0,Green
100,97,0.12,66,5,65,0,Green
92,84,0.0,69,15,67,0,Green
69,87,0.0,69,11,67,0,Green
97,90,0.03,69,7,67,0,Green
97,84,0.03,68,10,66,0,Green
2,57,0.0,71,3,65,0,Green
3,59,0.0,71,2,65,0,Green
16,78,0.0,68,12,65,0,Green
12,74,0.0,77,3,72,0,Green
34,84,0.0,73,2,71,0,Green
44,84,0.0,73,5,71,0,Green
53,90,0.0,69,5,68,0,Green
8,87,0.0,73,2,70,0,Green
12,84,0.0,73,2,71,0,Green
22,87,0.0,73,2,70,0,Green
78,90,0.0,68,4,66,0,Green
39,90,0.08,75,3,73,0,Green
71,91,0.16,77,3,75,0,Green
18,84,0.0,75,2,72,0,Green
11,87,0.0,71,2,69,0,Green
9,90,0.0,71,1,70,0,Green
15,84,0.0,75,3,72,0,Green
20,87,0.0,77,3,74,0,Green
13,87,0.0,73,2,70,0,Green
7,79,0.0,75,2,71,0,Green
23,84,0.05,75,4,72,0,Green
21,84,0.0,75,2,72,0,Green
71,84,0.0,73,4,70,0,Green
36,91,0.02,77,3,75,0,Green
26,79,0.0,75,2,72,0,Green
17,84,0.0,75,2,73,0,Green
39,91,0.0,78,6,76,0,Green
41,85,0.0,80,2,77,1,Yellow
58,88,0.0,80,5,78,1,Yellow
19,82,0.0,75,0,71,0,Green
13,82,0.0,77,4,73,0,Green
79,93,0.0,68,4,67,0,Green
79,81,0.0,68,3,64,0,Green
75,71,0.0,73,2,69,0,Green
2,84,0.0,73,6,71,0,Green
91,100,0.01,64,6,64,0,Green
61,82,0.0,82,7,79,1,Yellow
59,91,0.0,80,3,77,1,Yellow
34,82,0.0,84,4,80,1,Yellow
55,94,0.0,80,4,79,1,Yellow
50,91,0.14,80,3,79,1,Yellow
43,97,0.0,80,4,79,1,Yellow
13,85,0.0,84,4,82,2,Orange
22,91,0.01,82,5,81,1,Yellow
55,88,0.01,82,5,80,1,Yellow
55,91,0.05,82,3,81,1,Yellow
48,97,0.02,80,2,79,1,Yellow
45,97,0.0,80,4,79,1,Yellow
48,97,0.01,80,2,79,1,Yellow
8,85,0.0,84,8,81,1,Yellow
38,82,0.0,84,9,80,1,Yellow
51,97,0.06,80,5,79,1,Yellow
40,82,0.0,86,11,82,2,Orange
50,85,0.03,84,5,81,1,Yellow
46,91,0.01,82,5,81,1,Yellow
19,91,0.0,80,3,79,1,Yellow
48,91,0.04,80,2,77,1,Yellow
8,88,0.0,84,5,81,1,Yellow
11,85,0.0,84,4,82,2,Orange
23,71,0.01,80,10,75,0,Green
36,69,0.0,82,11,77,1,Yellow
35,74,0.0,78,5,74,0,Green
47,94,0.07,80,4,79,1,Yellow
41,91,0.05,82,4,80,1,Yellow
39,88,0.04,82,4,80,1,Yellow
7,88,0.0,82,2,80,1,Yellow
39,85,0.04,84,7,82,2,Orange
6,88,0.0,82,4,80,1,Yellow
70,94,0.0,80,3,78,1,Yellow
77,91,0.0,80,3,79,1,Yellow
4,88,0.0,82,3,80,1,Yellow
11,17,0.0,86,9,68,0,Green
7,41,0.0,80,2,70,0,Green
1,35,0.0,82,5,70,0,Green
1,42,0.0,82,4,72,0,Green
16,53,0.0,86,2,77,1,Yellow
26,35,0.0,80,4,68,0,Green
1,69,0.0,84,7,78,1,Yellow
36,69,0.0,84,5,78,1,Yellow
0,77,0.0,82,6,77,1,Yellow
1,67,0.0,80,5,74,0,Green
0,49,0.0,80,3,71,0,Green
2,38,0.0,73,4,62,0,Green
1,66,0.0,77,2,72,0,Green
2,64,0.0,80,4,74,0,Green
37,61,0.0,75,2,68,0,Green
37,61,0.0,75,2,68,0,Green
0,74,0.0,77,5,73,0,Green
3,79,0.0,77,3,73,0,Green
4,71,0.0,80,5,75,0,Green
4,71,0.0,80,4,75,0,Green
7,73,0.0,73,2,68,0,Green
28,73,0.0,71,2,67,0,Green
6,12,0.0,98,5,75,0,Green
9,14,0.0,91,12,71,0,Green
34,37,0.0,62,4,53,0,Green
5,12,0.0,95,4,74,0,Green
11,18,0.0,82,5,65,0,Green
7,19,0.0,80,12,63,0,Green
11,20,0.0,82,9,66,0,Green
14,18,0.0,84,10,66,0,Green
14,12,0.0,91,4,71,0,Green
10,11,0.0,100,2,77,1,Yellow
6,11,0.0,100,3,77,1,Yellow
30,19,0.0,80,4,64,0,Green
10,16,0.0,89,14,69,0,Green
6,13,0.0,95,8,73,0,Green
5,14,0.0,93,12,72,0,Green
5,11,0.0,96,3,74,0,Green
8,17,0.0,86,13,67,0,Green
7,14,0.0,93,2,72,0,Green
7,13,0.0,93,4,72,0,Green
10,11,0.0,100,2,77,1,Yellow
6,13,0.0,98,5,75,0,Green
7,13,0.0,98,5,75,0,Green
6,13,0.0,96,5,75,0,Green
6,14,0.0,95,5,74,0,Green
5,12,0.0,95,9,73,0,Green
9,13,0.0,95,6,73,0,Green
9,16,0.0,84,14,66,0,Green
8,17,0.0,84,14,65,0,Green
8,17,0.0,82,12,64,0,Green
8,13,0.0,89,12,69,0,Green
6,16,0.0,98,4,77,1,Yellow
14,22,0.0,77,5,62,0,Green
16,22,0.0,77,8,62,0,Green
27,33,0.0,77,6,64,0,Green
22,46,0.0,66,7,57,0,Green
8,31,0.0,77,5,64,0,Green
57,25,0.0,75,4,61,0,Green
23,27,0.0,77,6,63,0,Green
31,27,0.0,71,7,58,0,Green
10,21,0.0,82,5,66,0,Green
13,23,0.0,80,9,64,0,Green
15,26,0.0,75,6,61,0,Green
38,28,0.0,69,5,57,0,Green
6,27,0.0,75,8,62,0,Green
9,31,0.0,75,4,62,0,Green
9,31,0.0,75,4,62,0,Green
7,36,0.0,71,4,61,0,Green
9,38,0.0,64,5,55,0,Green
8,22,0.0,77,4,62,0,Green
5,21,0.0,78,6,63,0,Green
13,19,0.0,77,5,60,0,Green
21,15,0.0,91,3,71,0,Green
12,17,0.0,84,3,66,0,Green
9,22,0.0,77,2,62,0,Green
8,22,0.0,73,4,59,0,Green
5,21,0.0,80,6,64,0,Green
25,17,0.0,77,5,60,0,Green
5,26,0.0,68,13,55,0,Green
7,19,0.0,73,5,58,0,Green
4,20,0.0,69,10,55,0,Green
4,28,0.0,69,9,57,0,Green
8,30,0.0,78,3,65,0,Green
8,35,0.0,73,6,62,0,Green
7,24,0.0,75,9,60,0,Green
7,32,0.0,68,6,57,0,Green
5,11,0.0,95,5,72,0,Green
7,10,0.0,86,5,66,0,Green
4,21,0.0,73,3,58,0,Green
3,21,0.0,73,5,59,0,Green
10,12,0.0,93,3,71,0,Green
3,17,0.0,75,6,59,0,Green
12,19,0.0,75,3,60,0,Green
6,12,0.0,78,5,61,0,Green
15,22,0.0,75,2,60,0,Green
5,16,0.0,86,5,67,0,Green
6,14,0.0,87,8,68,0,Green
5,12,0.0,95,4,73,0,Green
14,20,0.0,71,4,57,0,Green
4,21,0.0,73,3,58,0,Green
46,93,0.0,64,5,63,0,Green
3,12,0.0,95,7,73,0,Green
3,16,0.0,93,11,73,0,Green
4,16,0.0,91,8,72,0,Green
46,93,0.0,64,5,63,0,Green
8,13,0.0,93,4,73,0,Green
4,19,0.0,93,13,73,0,Green
4,19,0.0,95,15,75,0,Green
1,57,0.0,75,3,67,0,Green
8,81,0.0,66,3,63,0,Green
6,13,0.0,84,6,66,0,Green
3,18,0.0,77,6,62,0,Green
3,24,0.0,80,5,65,0,Green
1,57,0.0,75,3,67,0,Green
5,14,0.0,82,5,64,0,Green
0,22,0.0,77,15,63,0,Green
0,28,0.0,73,12,61,0,Green
5,11,0.0,93,8,71,0,Green
6,80,0.0,62,0,59,0,Green
3,34,0.0,82,2,70,0,Green
4,31,0.0,77,2,64,0,Green
11,86,0.0,59,1,56,0,Green
40,100,0.0,57,7,56,0,Green
6,78,0.0,64,4,61,0,Green
2,55,0.0,73,6,65,0,Green
3,48,0.0,77,4,68,0,Green
9,67,0.0,66,7,61,0,Green
4,45,0.0,77,4,68,0,Green
69,89,0.0,59,6,57,0,Green
2,59,0.0,71,5,65,0,Green
11,45,0.0,71,2,63,0,Green
0,46,0.0,77,4,67,0,Green
1,57,0.0,75,3,67,0,Green
3,32,0.0,80,4,67,0,Green
3,53,0.0,73,2,66,0,Green
4,33,0.0,78,2,66,0,Green
2,69,0.0,64,2,59,0,Green
5,13,0.0,93,5,72,0,Green
6,9,0.0,91,5,69,0,Green
2,22,0.0,82,5,66,0,Green
11,45,0.0,71,2,63,0,Green
2,39,0.0,82,4,70,0,Green
7,13,0.0,93,6,72,0,Green
3,16,0.0,93,11,73,0,Green
9,33,0.0,80,2,67,0,Green
39,30,0.0,71,3,59,0,Green
43,90,0.0,64,5,63,0,Green
62,51,0.0,62,3,55,0,Green
33,33,0.0,71,1,60,0,Green
3,23,0.0,69,4,56,0,Green
3,21,0.0,66,2,54,0,Green
8,75,0.0,62,2,59,0,Green
5,83,0.0,62,4,59,0,Green
9,83,0.0,62,3,60,0,Green
11,80,0.0,64,5,61,0,Green
9,80,0.0,62,10,58,0,Green
2,54,0.0,71,9,63,0,Green
3,70,0.0,66,12,62,0,Green
5,83,0.0,62,4,59,0,Green
20,77,0.0,57,4,53,0,Green
9,83,0.0,55,4,52,0,Green
14,86,0.0,53,4,50,0,Green
70,52,0.0,68,6,61,0,Green
35,77,0.0,59,4,55,0,Green
14,69,0.0,59,4,54,0,Green
19,74,0.0,59,3,55,0,Green
17,74,0.0,57,4,54,0,Green
55,47,0.0,73,4,64,0,Green
56,50,0.0,64,6,57,0,Green
20,67,0.0,78,11,72,0,Green
35,71,0.01,75,10,70,0,Green
11,76,0.0,73,5,68,0,Green
45,71,0.02,68,3,64,0,Green
35,71,0.01,75,10,70,0,Green
88,86,0.0,62,5,59,0,Green
83,93,0.0,59,3,57,0,Green
93,90,0.0,60,3,59,0,Green
90,83,0.0,59,3,57,0,Green
46,81,0.0,64,4,61,0,Green
66,81,0.0,64,4,61,0,Green
100,87,0.18,66,10,63,0,Green
50,90,0.0,66,2,64,0,Green
92,86,0.0,62,4,59,0,Green
92,96,0.02,71,8,70,0,Green
68,100,0.0,71,6,71,0,Green
100,100,0.03,62,9,62,0,Green
100,96,0.03,64,9,63,0,Green
97,100,0.06,66,8,66,0,Green
87,96,0.01,66,6,65,0,Green
94,84,0.03,66,4,64,0,Green
93,87,0.01,71,4,69,0,Green
89,100,0.04,64,7,64,0,Green
91,96,0.0,68,5,66,0,Green
76,90,0.01,68,6,67,0,Green
95,96,0.01,62,7,61,0,Green
81,81,0.0,68,5,65,0,Green
86,81,0.0,71,2,67,0,Green
98,93,0.01,68,5,67,0,Green
91,93,0.0,66,6,65,0,Green
90,96,0.1,68,7,66,0,Green
85,100,0.06,66,7,66,0,Green
49,90,0.0,71,4,69,0,Green
70,96,0.01,71,4,69,0,Green
26,90,0.0,71,3,70,0,Green
57,100,0.0,69,4,69,0,Green
76,84,0.0,73,8,70,0,Green
26,90,0.0,71,3,70,0,Green
67,100,0.0,68,9,67,0,Green
45,96,0.0,71,8,69,0,Green
64,100,0.01,71,7,70,0,Green
45,96,0.02,69,7,68,0,Green
99,90,0.03,71,4,69,0,Green
100,93,0.06,68,5,66,0,Green
100,100,0.12,66,5,65,0,Green
91,87,0.0,69,15,67,0,Green
54,84,0.0,68,10,66,0,Green
97,90,0.03,69,7,67,0,Green
96,90,0.03,66,9,65,0,Green
2,59,0.0,69,3,63,0,Green
1,59,0.0,71,2,64,0,Green
30,78,0.0,68,11,65,0,Green
16,81,0.0,75,3,71,0,Green
48,87,0.0,71,2,69,0,Green
66,87,0.0,73,6,70,0,Green
61,93,0.0,68,5,67,0,Green
20,90,0.0,71,1,69,0,Green
21,87,0.0,73,1,70,0,Green
46,90,0.0,71,2,70,0,Green
73,90,0.0,66,3,65,0,Green
45,96,0.08,73,2,72,0,Green
65,90,0.16,77,3,75,0,Green
18,90,0.0,73,2,71,0,Green
24,90,0.0,71,1,69,0,Green
20,90,0.0,71,0,69,0,Green
39,90,0.0,73,2,72,0,Green
24,90,0.0,75,2,73,0,Green
31,90,0.0,71,0,70,0,Green
21,87,0.0,71,2,69,0,Green
30,87,0.05,75,4,72,0,Green
21,90,0.0,73,3,71,0,Green
72,87,0.0,71,4,69,0,Green
35,90,0.02,77,1,75,0,Green
26,81,0.0,75,2,71,0,Green
12,90,0.0,75,2,73,0,Green
33,93,0.0,77,5,76,0,Green
47,87,0.0,78,0,76,0,Green
50,87,0.0,80,5,77,1,Yellow
28,84,0.0,73,0,71,0,Green
2,84,0.0,75,4,73,0,Green
83,93,0.0,68,3,66,0,Green
67,84,0.0,66,2,64,0,Green
74,73,0.0,73,2,68,0,Green
7,84,0.0,73,5,70,0,Green
95,100,0.01,64,6,64,0,Green
47,82,0.0,82,6,78,1,Yellow
50,93,0.0,77,3,76,0,Green
19,85,0.0,84,4,81,1,Yellow
53,93,0.0,80,3,78,1,Yellow
47,90,0.14,80,2,79,1,Yellow
38,97,0.0,78,3,77,1,Yellow
13,85,0.0,84,4,82,2,Orange
20,91,0.01,82,5,81,1,Yellow
47,88,0.01,82,5,79,1,Yellow
49,93,0.05,82,2,80,1,Yellow
41,93,0.02,80,2,78,1,Yellow
41,93,0.0,80,3,78,1,Yellow
40,93,0.01,80,2,78,1,Yellow
12,82,0.0,86,7,82,2,Orange
36,82,0.0,84,9,80,1,Yellow
49,97,0.06,80,4,79,1,Yellow
27,80,0.0,86,10,82,2,Orange
37,85,0.03,84,5,81,1,Yellow
40,93,0.01,82,5,80,1,Yellow
6,90,0.0,80,2,79,1,Yellow
44,93,0.04,78,2,77,1,Yellow
8,88,0.0,84,5,81,1,Yellow
11,88,0.0,84,4,81,1,Yellow
29,74,0.01,80,10,76,0,Green
29,72,0.0,82,11,76,0,Green
25,76,0.0,77,5,73,0,Green
43,93,0.07,80,3,79,1,Yellow
38,91,0.05,82,4,81,1,Yellow
35,93,0.04,82,3,80,1,Yellow
7,93,0.0,82,2,80,1,Yellow
36,85,0.04,84,6,82,2,Orange
6,85,0.0,84,4,81,1,Yellow
54,93,0.0,80,3,78,1,Yellow
71,90,0.0,80,3,77,1,Yellow
5,90,0.0,82,2,80,1,Yellow
8,19,0.0,84,8,67,0,Green
6,42,0.0,78,1,68,0,Green
4,39,0.0,80,4,69,0,Green
2,44,0.0,80,4,70,0,Green
17,60,0.0,84,4,76,0,Green
40,36,0.0,77,4,66,0,Green
5,74,0.0,82,6,77,1,Yellow
30,72,0.0,82,5,77,1,Yellow
3,79,0.0,80,5,77,1,Yellow
2,71,0.0,77,5,73,0,Green
0,56,0.0,78,3,71,0,Green
0,42,0.0,69,4,60,0,Green
1,73,0.0,75,1,70,0,Green
7,69,0.0,78,4,73,0,Green
29,66,0.0,73,2,68,0,Green
29,66,0.0,73,2,68,0,Green
2,76,0.0,77,4,72,0,Green
11,84,0.0,75,2,72,0,Green
6,76,0.0,77,5,73,0,Green
9,74,0.0,78,4,74,0,Green
6,73,0.0,73,2,68,0,Green
6,73,0.0,71,2,67,0,Green
8,14,0.0,95,5,74,0,Green
7,16,0.0,89,12,70,0,Green
31,39,0.0,60,4,51,0,Green
6,13,0.0,93,5,72,0,Green
8,19,0.0,82,5,65,0,Green
6,21,0.0,78,12,63,0,Green
7,21,0.0,82,8,65,0,Green
13,20,0.0,82,10,65,0,Green
13,15,0.0,89,4,70,0,Green
7,13,0.0,98,2,75,0,Green
5,13,0.0,96,3,74,0,Green
31,21,0.0,78,3,63,0,Green
9,18,0.0,86,14,68,0,Green
6,15,0.0,91,8,71,0,Green
6,15,0.0,93,12,72,0,Green
5,13,0.0,93,3,72,0,Green
7,18,0.0,84,14,66,0,Green
8,16,0.0,91,2,72,0,Green
5,14,0.0,91,4,71,0,Green
7,13,0.0,98,2,75,0,Green
8,15,0.0,95,5,73,0,Green
8,14,0.0,95,5,74,0,Green
8,15,0.0,95,5,73,0,Green
8,16,0.0,93,5,73,0,Green
6,13,0.0,95,9,73,0,Green
5,14,0.0,93,6,72,0,Green
10,19,0.0,82,14,65,0,Green
10,19,0.0,82,15,64,0,Green
4,19,0.0,80,13,63,0,Green
8,15,0.0,87,13,68,0,Green
6,17,0.0,96,3,76,0,Green
14,24,0.0,75,5,60,0,Green
16,24,0.0,75,8,60,0,Green
27,33,0.0,75,6,63,0,Green
22,44,0.0,66,7,57,0,Green
8,35,0.0,73,4,62,0,Green
57,29,0.0,73,4,60,0,Green
23,28,0.0,75,5,61,0,Green
30,28,0.0,71,7,58,0,Green
10,23,0.0,80,4,64,0,Green
12,23,0.0,80,8,64,0,Green
15,28,0.0,71,6,59,0,Green
38,31,0.0,66,5,55,0,Green
5,28,0.0,73,9,60,0,Green
9,36,0.0,71,4,61,0,Green
9,36,0.0,71,4,61,0,Green
7,38,0.0,68,4,58,0,Green
9,42,0.0,62,6,53,0,Green
8,23,0.0,75,4,60,0,Green
5,22,0.0,75,6,61,0,Green
13,21,0.0,75,5,59,0,Green
21,17,0.0,89,3,70,0,Green
12,17,0.0,84,3,66,0,Green
8,23,0.0,75,2,60,0,Green
8,22,0.0,73,4,58,0,Green
5,21,0.0,77,6,62,0,Green
